,predicted_value,ground_truth
0,48.57743,55.0
1,87.52441,70.0
2,73.81375,83.0
3,43.672592,54.0
4,88.97533,86.0
5,66.98284,62.0
6,52.754913,49.0
7,75.77196,80.0
8,76.41391,78.0
9,81.88118,79.0
10,62.779514,72.0
11,87.688324,76.0
12,75.111725,68.0
13,60.280983,64.0
14,80.74299,81.0
15,36.87979,32.0
16,45.262398,41.0
17,51.000217,39.0
18,82.70157,80.0
19,68.101234,60.0
20,55.57949,67.0
21,65.15134,64.0
22,63.226143,67.0
23,72.845184,65.0
24,45.183205,43.0
25,12.445624,70.0
26,59.85935,60.0
27,70.53152,73.0
28,34.228592,37.0
29,73.878654,68.0
30,34.721043,22.0
31,21.794004,20.0
32,52.91785,52.0
33,81.520706,78.0
34,33.837284,32.0
35,81.49159,71.0
36,76.45853,79.0
37,79.81372,75.0
38,42.889484,44.0
39,82.53299,84.0
40,66.6857,51.0
41,34.899124,45.0
42,79.31169,76.0
