,predicted_value,ground_truth
0,66.32123,62.0
1,38.092598,53.0
2,43.46483,42.0
3,79.66562,70.0
4,47.19199,46.0
5,79.78336,75.0
6,83.12691,79.0
7,88.84778,79.0
8,72.50413,76.0
9,71.047,68.0
10,72.154106,66.0
11,79.61956,80.0
12,66.82131,65.0
13,54.55923,66.0
14,29.034018,24.0
15,64.576614,53.0
16,52.18969,56.0
17,41.01802,43.0
18,39.510708,35.0
19,80.62981,80.0
20,62.438732,63.0
21,71.58011,63.0
22,50.92696,46.0
23,74.34593,78.0
24,41.159008,29.0
25,84.14674,73.0
26,47.790985,37.0
27,83.32225,83.0
28,77.97993,84.0
29,79.0792,85.0
30,52.531105,58.0
31,81.24127,82.0
32,39.769836,49.0
33,32.285217,24.0
34,79.036316,71.0
35,85.1847,73.0
36,66.85138,69.0
37,57.46034,48.0
38,78.17606,68.0
39,55.347347,60.0
40,36.962677,36.0
41,76.53642,82.0
42,79.469086,76.0
