,predicted_value,ground_truth
0,85.821815,83.0
1,64.433846,69.0
2,80.44854,83.0
3,77.62407,74.0
4,90.11576,80.0
5,32.52273,32.0
6,25.160332,28.0
7,56.265488,63.0
8,72.83784,81.0
9,67.0692,76.0
10,45.88531,58.0
11,81.334946,73.0
12,39.534004,37.0
13,77.29388,77.0
14,38.399563,45.0
15,80.30315,79.0
16,44.294777,46.0
17,49.31266,55.0
18,53.986744,67.0
19,73.570694,73.0
20,50.637558,59.0
21,82.125374,79.0
22,50.126835,52.0
23,50.761627,54.0
24,67.858696,62.0
25,82.27237,86.0
26,74.79313,65.0
27,82.62731,78.0
28,37.437115,41.0
29,71.38197,68.0
30,36.177216,40.0
31,66.161606,66.0
32,45.39609,38.0
33,56.76405,49.0
34,88.302864,87.0
35,77.57472,70.0
36,72.82963,62.0
37,62.961014,51.0
38,73.23936,71.0
39,45.615425,35.0
40,81.02229,80.0
41,71.753204,64.0
42,20.103897,26.0
